emp_id,name,gender,age,department,sub_function,band,location,date_of_joining,tenure_years,monthly_ctc,band_midpoint,comp_ratio,last_promotion_years,commute_km,engagement_score,performance_rating,work_mode,attrition_flag,attrition_month,attrition_reason,manager_id
EMP-02967,Karan Chauhan,M,24,IT,Infrastructure,M2,Cuttack,2022-01-02,4.0,57505,55000,1.046,4.0,20,3.6,3,On-site,0,,,EMP-01874
EMP-02968,Anika Kulkarni,M,40,Sales,Key Accounts,M1,Bengaluru,2025-09-14,0.3,27653,35000,0.79,0.3,1,2.3,3,On-site,1,2025-09-03,low engagement,EMP-03496
EMP-02969,Vihaan Kaur,M,27,Finance,Controllership,M2,Bengaluru,2019-01-03,7.0,66685,55000,1.212,2.4,1,4.3,3,On-site,0,,,EMP-01079
EMP-02970,Manish Chatterjee,M,30,Finance,Accounts Payable,M1,Indore,2012-02-11,13.9,44521,35000,1.272,0.3,4,3.5,4,On-site,1,2025-02-11,no recent promotion,EMP-02929
EMP-02971,Saanvi Joshi,M,34,HR,Payroll,M2,Rudrapur,2018-10-22,7.2,52924,55000,0.962,0.8,2,3.6,4,On-site,0,,,EMP-03957
EMP-02972,Deepak Shah,M,35,Manufacturing,Production,M3,Hyderabad,2025-10-20,0.2,89843,85000,1.057,0.2,5,3.0,4,On-site,1,2025-06-13,low engagement,EMP-01713
EMP-02973,Diya Shah,M,21,R&D,Product Dev,M1,Indore,2022-10-21,3.2,41640,35000,1.19,3.2,30,4.1,4,On-site,0,,,EMP-03101
EMP-02974,Imran Ahmed,F,32,Manufacturing,Quality,M5,Hyderabad,2018-05-29,7.6,301965,230000,1.313,2.9,46,4.6,3,On-site,0,,,EMP-03455
EMP-02975,Aditya Menon,M,40,Customer Service,Consumer Care,M2,Indore,2018-10-22,7.2,68701,55000,1.249,3.1,3,3.0,3,On-site,0,,,EMP-00892
EMP-02976,Sanjay Mishra,M,31,Supply Chain,Planning,M4,Pune,2025-10-20,0.2,101124,140000,0.722,0.2,11,4.1,3,On-site,0,,,EMP-02794
EMP-02977,Diya Ahmed,F,32,Marketing,Digital,M3,Rudrapur,2022-05-28,3.6,80708,85000,0.95,2.7,19,4.1,3,Hybrid,0,,,EMP-00408
EMP-02978,Kiara Shah,M,35,Marketing,Digital,M3,Cuttack,2016-07-05,9.5,91809,85000,1.08,0.1,2,3.8,4,On-site,0,,,EMP-01699
EMP-02979,Aarav Bose,M,33,Finance,FP&A,M3,Pune,2021-08-09,4.4,78279,85000,0.921,2.1,5,4.9,1,On-site,0,,,EMP-01706
EMP-02980,Saanvi Sharma,F,26,Legal,Compliance,M4,Guwahati,2014-07-06,11.5,179934,140000,1.285,2.5,12,2.7,4,On-site,0,,,EMP-00361
EMP-02981,Vikram Ahmed,M,34,Manufacturing,Maintenance,M3,Bengaluru,2020-11-27,5.1,107160,85000,1.261,4.3,1,3.0,3,Hybrid,0,,,EMP-02888
EMP-02982,Ishaan Shah,F,42,HR,Talent Acquisition,M1,Rudrapur,2019-11-28,6.1,30431,35000,0.869,3.4,9,2.7,3,On-site,0,,,EMP-03114
EMP-02983,Myra Banerjee,F,26,Legal,Compliance,M1,Nagpur,2023-11-27,2.1,34091,35000,0.974,0.7,2,4.1,5,On-site,0,,,EMP-01945
EMP-02984,Rajesh Malhotra,M,31,Customer Service,Distributor Care,M3,Kanpur,2013-02-10,12.9,74806,85000,0.88,1.2,7,3.2,3,On-site,1,2025-03-14,below-band pay,EMP-00181
EMP-02985,Rahul Iyer,F,23,Marketing,Digital,M1,Chennai,2021-10-21,4.2,33907,35000,0.969,0.3,1,2.8,2,On-site,1,2025-01-13,low performance rating,EMP-02943
EMP-02986,Aarohi Patel,M,42,R&D,Product Dev,M1,Cuttack,2018-02-09,7.9,33738,35000,0.964,0.3,6,4.9,3,On-site,0,,,EMP-02730
EMP-02987,Vivaan Kulkarni,F,33,IT,Infrastructure,M1,Indore,2025-10-20,0.2,40344,35000,1.153,0.2,1,5.0,3,On-site,0,,,EMP-03170
EMP-02988,Rahul Patel,M,27,R&D,Packaging Dev,M2,Indore,2016-04-23,9.7,47182,55000,0.858,1.4,19,3.1,3,On-site,0,,,EMP-03895
EMP-02989,Arjun Menon,F,35,IT,Applications,M1,Jaipur,2024-05-27,1.6,24500,35000,0.7,0.5,5,2.2,5,On-site,1,2025-01-22,below-band pay,EMP-02436
EMP-02990,Kiara Deshpande,M,24,R&D,Packaging Dev,M3,Bengaluru,2025-07-03,0.5,63178,85000,0.743,0.5,3,5.0,4,On-site,0,,,EMP-02104
EMP-02991,Rajesh Kapoor,M,26,Manufacturing,Quality,M4,Jaipur,2024-02-08,1.9,116966,140000,0.835,1.9,9,3.8,4,On-site,0,,,EMP-00974
EMP-02992,Meera Pillai,F,22,Marketing,Digital,M4,Hyderabad,2023-08-09,2.4,125313,140000,0.895,0.9,22,3.8,4,Hybrid,0,,,EMP-02255
EMP-02993,Vikram Khan,F,25,Marketing,Brand,M2,Kanpur,2023-05-28,2.6,56647,55000,1.03,2.6,1,3.5,3,On-site,0,,,EMP-02132
EMP-02994,Rajesh Singh,M,45,Legal,Contracts,M2,Kanpur,2025-03-15,0.8,45498,55000,0.827,0.8,6,2.7,5,On-site,0,,,EMP-00986
EMP-02995,Karan Das,M,28,R&D,Product Dev,M2,Rudrapur,2025-05-27,0.6,44342,55000,0.806,0.6,12,3.0,3,On-site,0,,,EMP-01355
EMP-02996,Farhan Mishra,F,38,Supply Chain,Warehouse,M2,Kolkata,2023-01-02,3.0,46821,55000,0.851,0.3,6,4.0,3,On-site,0,,,EMP-03046
EMP-02997,Simran Sharma,M,27,HR,Payroll,M3,Kanpur,2025-07-03,0.5,69827,85000,0.821,0.5,29,3.0,5,On-site,0,,,EMP-00868
EMP-02998,Amit Singh,M,40,R&D,Product Dev,M1,Kolkata,2019-01-03,7.0,31895,35000,0.911,0.7,15,3.8,3,Remote,0,,,EMP-00092
EMP-02999,Rahul Kaur,M,26,R&D,Packaging Dev,M6,Cuttack,2020-02-09,5.9,343685,380000,0.904,5.8,59,3.4,2,On-site,0,,,
EMP-03000,Kavya Nair,F,34,Manufacturing,Maintenance,M1,Noida,2021-09-15,4.3,38859,35000,1.11,4.3,7,2.4,4,On-site,0,,,EMP-00167
EMP-03001,Meera Chauhan,F,34,Supply Chain,Warehouse,M4,Guwahati,2023-11-27,2.1,117835,140000,0.842,2.1,33,4.9,3,Hybrid,1,2025-11-05,below-band pay,EMP-02794
EMP-03002,Zoya Rao,M,53,Marketing,Brand,M3,Kanpur,2025-10-20,0.2,80137,85000,0.943,0.2,4,3.9,3,On-site,1,2025-10-02,below-band pay,EMP-01699
EMP-03003,Karan Kulkarni,F,39,Manufacturing,Maintenance,M1,Chennai,2025-01-01,1.0,31948,35000,0.913,1.0,24,3.7,3,On-site,0,,,EMP-02221
EMP-03004,Ananya Ahmed,M,29,Finance,Controllership,M3,Chennai,2025-10-20,0.2,96001,85000,1.129,0.2,3,3.9,3,Hybrid,0,,,EMP-00508
EMP-03005,Pooja Shah,M,39,HR,Talent Acquisition,M1,Chennai,2024-08-09,1.4,34136,35000,0.975,0.1,30,1.8,3,On-site,1,2025-11-23,low engagement,EMP-00359
EMP-03006,Sanjay Verma,F,51,Manufacturing,Quality,M3,Chennai,2018-07-05,7.5,99289,85000,1.168,3.5,8,3.0,2,On-site,1,2025-11-17,low performance rating,EMP-03084
EMP-03007,Manish Gupta,M,21,Supply Chain,Planning,M3,Indore,2025-05-27,0.6,69328,85000,0.816,0.6,7,2.0,3,Remote,1,2025-05-14,low engagement,EMP-02856
EMP-03008,Zoya Naidu,M,27,Marketing,Digital,M1,Rudrapur,2016-02-10,9.9,34724,35000,0.992,0.2,7,3.5,3,On-site,1,2025-07-22,below-band pay,EMP-02177
EMP-03009,Priya Gupta,M,32,Supply Chain,Warehouse,M1,Kanpur,2024-01-02,2.0,31775,35000,0.908,0.9,15,3.7,3,Hybrid,0,,,EMP-00262
EMP-03010,Saanvi Deshpande,M,31,Customer Service,Distributor Care,M3,Chennai,2025-08-08,0.4,68326,85000,0.804,0.4,9,3.5,3,On-site,0,,,EMP-00599
EMP-03011,Ayesha Kaur,M,31,IT,Applications,M1,Ahmedabad,2025-08-08,0.4,34622,35000,0.989,0.1,46,4.5,2,On-site,0,,,EMP-01599
EMP-03012,Riya Mehta,F,24,IT,Applications,M4,Nagpur,2022-08-09,3.4,178818,140000,1.277,3.4,10,2.1,3,On-site,0,,,EMP-00463
EMP-03013,Rahul Banerjee,M,45,R&D,Product Dev,M3,Kanpur,2022-09-15,3.3,73400,85000,0.864,1.5,51,2.7,3,Hybrid,0,,,EMP-00677
EMP-03014,Meera Sharma,M,23,Supply Chain,Planning,M3,Jaipur,2024-02-08,1.9,83267,85000,0.98,1.9,8,3.8,3,On-site,1,2025-12-18,below-band pay,EMP-00403
EMP-03015,Rohan Menon,M,32,R&D,Product Dev,M1,Chennai,2025-09-14,0.3,27652,35000,0.79,0.3,3,3.6,4,On-site,0,,,EMP-03624
EMP-03016,Sneha Reddy,F,42,IT,Infrastructure,M3,Kolkata,2021-09-15,4.3,65155,85000,0.767,3.7,16,2.2,3,On-site,1,2025-05-24,low engagement,EMP-02707
EMP-03017,Sunita Kaur,M,34,IT,Infrastructure,M5,Chennai,2023-10-21,2.2,201029,230000,0.874,2.2,7,4.5,2,On-site,0,,,EMP-02895
EMP-03018,Manish Bose,F,26,Supply Chain,Planning,M1,Jaipur,2025-04-21,0.7,32480,35000,0.928,0.4,10,4.8,1,On-site,0,,,EMP-00819
EMP-03019,Vikram Joshi,M,23,Legal,Compliance,M2,Ahmedabad,2025-05-27,0.6,51431,55000,0.935,0.6,10,3.8,3,Hybrid,0,,,EMP-03479
EMP-03020,Vivaan Joshi,M,32,Customer Service,Consumer Care,M1,Jaipur,2024-05-27,1.6,33734,35000,0.964,1.6,32,2.0,3,On-site,0,,,EMP-00143
EMP-03021,Kiara Naidu,M,28,Supply Chain,Logistics,M2,Kanpur,2025-04-21,0.7,40495,55000,0.736,0.7,12,3.5,4,On-site,0,,,EMP-00875
EMP-03022,Zoya Patel,M,36,Customer Service,Consumer Care,M3,Ahmedabad,2020-02-09,5.9,76487,85000,0.9,2.9,4,3.7,4,On-site,0,,,EMP-02535
EMP-03023,Pooja Mishra,M,23,Supply Chain,Planning,M2,Hyderabad,2022-10-21,3.2,59415,55000,1.08,2.3,10,3.2,2,On-site,0,,,EMP-01648
EMP-03024,Karan Nair,F,41,Legal,Contracts,M2,Ludhiana,2020-04-22,5.7,43047,55000,0.783,1.4,12,4.6,3,On-site,0,,,EMP-02574
EMP-03025,Pooja Menon,M,35,HR,Talent Acquisition,M2,Indore,2020-11-27,5.1,51875,55000,0.943,2.4,11,3.3,5,On-site,0,,,EMP-02405
EMP-03026,Krishna Iyer,M,36,Supply Chain,Planning,M1,Chennai,2015-09-17,10.3,36640,35000,1.047,0.9,21,5.0,3,Hybrid,0,,,EMP-00477
EMP-03027,Sanjay Rao,M,46,Supply Chain,Warehouse,M1,Kanpur,2024-04-21,1.7,30619,35000,0.875,1.7,1,4.1,3,On-site,0,,,EMP-01421
EMP-03028,Saanvi Iyer,M,30,Marketing,Digital,M4,Nagpur,2024-04-21,1.7,147650,140000,1.055,1.7,1,3.6,3,On-site,0,,,EMP-01285
EMP-03029,Manish Mehta,F,28,Legal,Contracts,M3,Chennai,2023-09-15,2.3,64313,85000,0.757,0.4,16,4.2,3,On-site,0,,,EMP-00257
EMP-03030,Diya Chauhan,M,30,R&D,Packaging Dev,M2,Kanpur,2024-09-14,1.3,62818,55000,1.142,1.3,1,4.8,4,On-site,0,,,EMP-02464
EMP-03031,Ananya Joshi,F,32,Sales,Field Sales,M4,Nagpur,2023-03-17,2.8,148194,140000,1.059,0.5,50,4.2,1,Hybrid,1,2025-12-11,low performance rating,EMP-03548
EMP-03032,Sanjay Naidu,F,33,Marketing,Brand,M1,Rudrapur,2021-09-15,4.3,35312,35000,1.009,3.2,24,3.3,3,Hybrid,0,,,EMP-02783
EMP-03033,Vikram Kaur,F,27,Sales,Sales Ops,M1,Pune,2023-11-27,2.1,41299,35000,1.18,1.3,27,2.8,3,On-site,0,,,EMP-03826
EMP-03034,Saanvi Bose,M,21,Legal,Compliance,M1,Chennai,2019-07-05,6.5,33156,35000,0.947,6.5,1,2.4,4,Hybrid,1,2025-06-01,no recent promotion,EMP-01670
EMP-03035,Rajesh Shah,F,30,Supply Chain,Logistics,M6,Guwahati,2024-08-09,1.4,342434,380000,0.901,1.4,18,1.2,1,On-site,1,2025-05-17,low engagement,
EMP-03036,Rahul Joshi,F,37,Finance,Controllership,M3,Jaipur,2025-10-20,0.2,103667,85000,1.22,0.1,8,3.6,3,On-site,0,,,EMP-01663
EMP-03037,Neha Khan,M,35,IT,Applications,M3,Indore,2015-08-11,10.4,110034,85000,1.295,1.8,10,3.1,1,On-site,0,,,EMP-01339
EMP-03038,Reyansh Ahmed,M,44,Customer Service,Distributor Care,M1,Bengaluru,2019-03-17,6.8,31117,35000,0.889,4.0,24,3.1,4,Hybrid,1,2025-10-05,below-band pay,EMP-00499
EMP-03039,Rahul Mukherjee,F,50,Customer Service,Distributor Care,M1,Noida,2022-08-09,3.4,34363,35000,0.982,0.6,14,4.3,3,On-site,0,,,EMP-01213
EMP-03040,Karan Naidu,M,40,Legal,Contracts,M3,Cuttack,2025-03-15,0.8,99213,85000,1.167,0.8,1,3.3,3,On-site,0,,,EMP-00045
EMP-03041,Sanjay Patel,M,45,IT,Data & Analytics,M2,Cuttack,2025-02-07,0.9,54312,55000,0.987,0.1,46,5.0,5,Hybrid,0,,,EMP-00452
EMP-03042,Sanjay Chatterjee,F,40,Legal,Contracts,M5,Ludhiana,2020-09-15,5.3,251881,230000,1.095,2.7,41,2.9,4,On-site,0,,,EMP-03565
EMP-03043,Meera Mehta,F,48,IT,Infrastructure,M3,Chennai,2009-03-19,16.8,95613,85000,1.125,0.7,1,2.5,3,On-site,1,2025-12-13,low engagement,EMP-00605
EMP-03044,Kavya Reddy,M,49,Legal,Contracts,M2,Chennai,2021-03-16,4.8,50052,55000,0.91,0.2,17,2.3,5,On-site,0,,,EMP-01036
EMP-03045,Diya Das,M,42,Legal,Compliance,M3,Chennai,2019-10-22,6.2,90702,85000,1.067,4.4,17,4.1,3,On-site,0,,,EMP-02693
EMP-03046,Kiara Sharma,M,40,Supply Chain,Logistics,M6,Kanpur,2024-11-26,1.1,379623,380000,0.999,1.1,2,4.4,4,On-site,0,,,
EMP-03047,Karan Kapoor,M,32,Manufacturing,Production,M2,Kanpur,2020-09-15,5.3,44292,55000,0.805,5.3,16,2.9,4,On-site,0,,,EMP-01917
EMP-03048,Amit Joshi,M,34,R&D,Product Dev,M3,Rudrapur,2024-03-15,1.8,71541,85000,0.842,0.6,4,2.4,4,On-site,0,,,EMP-03324
EMP-03049,Meera Khan,F,31,Sales,Sales Ops,M5,Rudrapur,2018-02-09,7.9,205991,230000,0.896,4.3,10,4.8,3,On-site,1,2025-08-21,below-band pay,EMP-02441
EMP-03050,Diya Ahmed,F,39,Finance,Controllership,M1,Nagpur,2021-09-15,4.3,40200,35000,1.149,2.0,1,2.1,4,Hybrid,0,,,EMP-00328
EMP-03051,Reyansh Das,F,28,HR,HRBP,M4,Rudrapur,2024-02-08,1.9,161534,140000,1.154,0.6,15,4.3,4,Hybrid,0,,,EMP-00032
EMP-03052,Sneha Khan,F,32,Sales,Field Sales,M1,Jaipur,2022-02-08,3.9,39200,35000,1.12,3.1,25,2.9,3,On-site,0,,,EMP-00747
EMP-03053,Vikram Bose,F,21,HR,HRBP,M3,Kolkata,2024-07-03,1.5,90986,85000,1.07,1.5,8,3.8,4,On-site,0,,,EMP-01844
EMP-03054,Vikram Rao,M,48,Finance,Controllership,M4,Bengaluru,2025-05-27,0.6,149247,140000,1.066,0.6,3,4.4,3,On-site,0,,,EMP-02902
EMP-03055,Vivaan Menon,M,32,Customer Service,Distributor Care,M3,Jaipur,2018-02-09,7.9,88775,85000,1.044,0.5,1,3.8,3,Hybrid,0,,,EMP-00181
EMP-03056,Aarohi Nair,M,38,HR,Talent Acquisition,M2,Guwahati,2022-02-08,3.9,58587,55000,1.065,3.9,1,3.1,4,Hybrid,0,,,EMP-00564
EMP-03057,Sunita Menon,M,46,Supply Chain,Planning,M3,Ahmedabad,2024-11-26,1.1,91465,85000,1.076,1.1,9,4.7,3,Hybrid,0,,,EMP-01420
EMP-03058,Imran Gupta,F,36,Legal,Compliance,M1,Cuttack,2025-04-21,0.7,27135,35000,0.775,0.2,39,3.7,4,Hybrid,0,,,EMP-00859
EMP-03059,Rajesh Pillai,M,46,R&D,Product Dev,M1,Chennai,2022-10-21,3.2,30575,35000,0.874,0.0,29,5.0,3,Hybrid,0,,,EMP-02590
EMP-03060,Vikram Sharma,M,24,Legal,Contracts,M1,Hyderabad,2025-10-20,0.2,29238,35000,0.835,0.2,24,1.9,3,On-site,1,2025-04-18,low engagement,EMP-01537
EMP-03061,Rahul Menon,M,53,Customer Service,Distributor Care,M3,Nagpur,2025-02-07,0.9,100057,85000,1.177,0.9,21,1.9,4,On-site,0,,,EMP-01557
EMP-03062,Anika Reddy,M,43,Customer Service,Distributor Care,M2,Noida,2024-04-21,1.7,69556,55000,1.265,1.7,4,4.3,4,On-site,0,,,EMP-02293
EMP-03063,Manish Khan,F,36,Manufacturing,Quality,M1,Nagpur,2019-05-29,6.6,24500,35000,0.7,0.4,2,3.4,4,On-site,0,,,EMP-01687
EMP-03064,Farhan Ahmed,M,45,R&D,Product Dev,M4,Kolkata,2024-05-27,1.6,175052,140000,1.25,1.6,1,4.1,2,Hybrid,0,,,EMP-03312
EMP-03065,Sai Kaur,M,25,Manufacturing,Production,M2,Pune,2019-04-23,6.7,55763,55000,1.014,0.1,16,2.4,3,On-site,1,2025-10-26,low engagement,EMP-03770
EMP-03066,Vivaan Deshpande,F,32,HR,HRBP,M2,Chennai,2018-08-10,7.4,63912,55000,1.162,3.4,30,3.4,4,On-site,0,,,EMP-03859
EMP-03067,Rajesh Yadav,M,46,Customer Service,Consumer Care,M2,Chennai,2015-07-06,10.5,59457,55000,1.081,7.4,37,3.8,4,On-site,0,,,EMP-02273
EMP-03068,Pooja Naidu,M,21,Marketing,Trade Marketing,M1,Pune,2024-01-02,2.0,43066,35000,1.23,2.0,35,2.9,4,On-site,0,,,EMP-00312
EMP-03069,Imran Chauhan,F,38,Customer Service,Consumer Care,M3,Kanpur,2025-07-03,0.5,87852,85000,1.034,0.5,16,3.6,3,On-site,1,2025-10-21,long commute,EMP-03347
EMP-03070,Aadhya Chauhan,M,38,Sales,Key Accounts,M2,Chennai,2024-02-08,1.9,43002,55000,0.782,1.7,10,2.2,3,On-site,1,2025-08-23,low engagement,EMP-02392
EMP-03071,Ananya Banerjee,M,50,Legal,Contracts,M1,Jaipur,2022-08-09,3.4,34408,35000,0.983,3.4,2,3.8,3,On-site,0,,,EMP-00496
EMP-03072,Neha Deshpande,M,21,Customer Service,Distributor Care,M5,Chennai,2022-04-22,3.7,248976,230000,1.083,3.7,25,4.7,3,On-site,0,,,EMP-01956
EMP-03073,Anika Reddy,M,47,Finance,FP&A,M4,Chennai,2025-03-15,0.8,135162,140000,0.965,0.8,23,2.3,2,On-site,0,,,EMP-00402
EMP-03074,Farhan Mishra,M,30,IT,Applications,M3,Pune,2024-03-15,1.8,93945,85000,1.105,1.8,39,2.2,1,On-site,1,2025-06-26,low performance rating,EMP-02404
EMP-03075,Aadhya Singh,F,30,Manufacturing,Production,M4,Guwahati,2024-10-20,1.2,138528,140000,0.989,1.2,28,4.5,3,On-site,0,,,EMP-01635
EMP-03076,Ishaan Mehta,M,24,Finance,Controllership,M4,Rudrapur,2022-07-04,3.5,126661,140000,0.905,3.5,19,2.2,3,Remote,1,2025-11-13,low engagement,EMP-03383
EMP-03077,Arjun Yadav,F,25,HR,HRBP,M2,Guwahati,2024-08-09,1.4,45443,55000,0.826,1.0,4,4.2,3,On-site,1,2025-04-10,below-band pay,EMP-00810
EMP-03078,Vivaan Rao,M,37,Sales,Key Accounts,M3,Ludhiana,2025-01-01,1.0,79671,85000,0.937,1.0,4,3.4,4,On-site,0,,,EMP-03548
EMP-03079,Manish Banerjee,F,25,Legal,Contracts,M3,Hyderabad,2023-03-17,2.8,87782,85000,1.033,2.8,9,3.0,3,Hybrid,0,,,EMP-03775
EMP-03080,Meera Patel,F,40,HR,HRBP,M1,Ahmedabad,2024-08-09,1.4,24500,35000,0.7,0.2,41,4.7,4,Hybrid,0,,,EMP-03922
EMP-03081,Rajesh Banerjee,M,29,Marketing,Trade Marketing,M1,Chennai,2025-09-14,0.3,30632,35000,0.875,0.3,1,4.2,4,On-site,0,,,EMP-00431
EMP-03082,Anika Malhotra,M,24,Manufacturing,Production,M1,Ludhiana,2020-01-03,6.0,24500,35000,0.7,3.4,6,3.7,4,On-site,1,2025-02-02,below-band pay,EMP-02413
EMP-03083,Diya Banerjee,F,30,Legal,Compliance,M3,Bengaluru,2025-04-21,0.7,76608,85000,0.901,0.4,22,1.5,4,Hybrid,0,,,EMP-03732
EMP-03084,Imran Khan,M,37,Manufacturing,Production,M4,Bengaluru,2025-10-20,0.2,166820,140000,1.192,0.2,27,4.0,4,On-site,0,,,EMP-02888
EMP-03085,Krishna Malhotra,F,32,Finance,Controllership,M3,Kanpur,2023-05-28,2.6,68869,85000,0.81,2.1,7,2.4,3,Hybrid,0,,,EMP-03514
EMP-03086,Rajesh Kapoor,M,34,Finance,FP&A,M2,Bengaluru,2025-01-01,1.0,61188,55000,1.113,1.0,22,3.2,4,On-site,0,,,EMP-00162
EMP-03087,Amit Chauhan,F,40,R&D,Product Dev,M1,Guwahati,2025-10-20,0.2,50953,35000,1.456,0.2,5,3.4,4,Hybrid,0,,,EMP-01747
EMP-03088,Ananya Patel,M,43,Marketing,Trade Marketing,M2,Kolkata,2024-03-15,1.8,67791,55000,1.233,1.6,5,5.0,3,Remote,0,,,EMP-03889
EMP-03089,Meera Deshpande,M,32,R&D,Product Dev,M2,Hyderabad,2024-07-03,1.5,56175,55000,1.021,1.5,14,3.2,4,Hybrid,0,,,EMP-00466
EMP-03090,Arjun Sharma,M,26,IT,Data & Analytics,M5,Cuttack,2011-10-24,14.2,261590,230000,1.137,2.2,18,2.1,2,Remote,0,,,EMP-00405
EMP-03091,Aditya Ahmed,M,35,Supply Chain,Planning,M4,Cuttack,2018-03-17,7.8,109319,140000,0.781,3.8,34,4.7,3,On-site,0,,,EMP-00006
EMP-03092,Vikram Chauhan,M,38,R&D,Product Dev,M5,Chennai,2022-02-08,3.9,172098,230000,0.748,0.4,50,4.1,2,On-site,1,2025-09-11,below-band pay,EMP-02077
EMP-03093,Ayesha Chatterjee,M,22,Supply Chain,Planning,M4,Ahmedabad,2023-02-08,2.9,140643,140000,1.005,2.2,4,4.1,4,On-site,0,,,EMP-01412
EMP-03094,Pooja Gupta,F,27,Finance,Controllership,M5,Jaipur,2019-04-23,6.7,244669,230000,1.064,0.3,6,4.7,3,On-site,0,,,EMP-01579
EMP-03095,Vikram Shah,M,28,Finance,Controllership,M2,Chennai,2020-04-22,5.7,64631,55000,1.175,1.0,5,5.0,3,On-site,1,2025-07-24,no recent promotion,EMP-01666
EMP-03096,Karan Iyer,M,32,Sales,Key Accounts,M1,Ahmedabad,2023-11-27,2.1,31815,35000,0.909,0.9,4,2.6,3,On-site,0,,,EMP-03396
EMP-03097,Rajesh Khan,F,28,R&D,Product Dev,M1,Pune,2018-10-22,7.2,36083,35000,1.031,0.6,40,2.1,4,On-site,0,,,EMP-00107
EMP-03098,Karan Kulkarni,F,40,Marketing,Brand,M2,Nagpur,2021-11-27,4.1,56400,55000,1.025,0.4,3,4.2,4,On-site,0,,,EMP-01229
EMP-03099,Vivaan Banerjee,F,21,Customer Service,Consumer Care,M1,Hyderabad,2013-01-04,13.0,34264,35000,0.979,0.0,6,3.2,1,Hybrid,1,2025-12-24,low performance rating,EMP-00758
EMP-03100,Farhan Kapoor,M,21,HR,HRBP,M1,Nagpur,2022-08-09,3.4,34594,35000,0.988,3.4,3,3.2,3,Hybrid,0,,,EMP-00027
EMP-03101,Vihaan Mehta,F,31,R&D,Product Dev,M5,Guwahati,2019-02-09,6.9,198547,230000,0.863,1.7,17,2.4,4,On-site,0,,,EMP-01440
EMP-03102,Sanjay Kapoor,M,33,Customer Service,Distributor Care,M1,Cuttack,2013-07-06,12.5,36566,35000,1.045,0.3,22,3.9,3,Hybrid,0,,,EMP-02437
EMP-03103,Aditya Kaur,M,22,Supply Chain,Planning,M5,Noida,2016-04-23,9.7,237178,230000,1.031,0.7,18,3.8,3,On-site,0,,,EMP-01085
EMP-03104,Sanjay Kulkarni,F,29,Marketing,Brand,M3,Noida,2019-09-16,6.3,79016,85000,0.93,1.8,1,3.3,4,On-site,0,,,EMP-00383
EMP-03105,Imran Khan,M,31,HR,Payroll,M3,Ahmedabad,2020-07-04,5.5,94055,85000,1.107,0.0,17,2.2,4,Remote,0,,,EMP-00967
EMP-03106,Kavya Bose,M,31,HR,Payroll,M3,Guwahati,2022-05-28,3.6,98979,85000,1.164,3.1,16,4.5,3,On-site,0,,,EMP-01920
EMP-03107,Krishna Iyer,M,35,R&D,Packaging Dev,M2,Noida,2022-05-28,3.6,60961,55000,1.108,0.3,6,3.6,3,On-site,0,,,EMP-00298
EMP-03108,Rohan Chauhan,M,29,HR,Talent Acquisition,M3,Ludhiana,2025-03-15,0.8,70823,85000,0.833,0.8,33,4.4,1,Remote,1,2025-03-17,low performance rating,EMP-02234
EMP-03109,Navya Joshi,M,46,Customer Service,Consumer Care,M1,Nagpur,2022-11-27,3.1,35558,35000,1.016,3.1,41,1.5,5,On-site,0,,,EMP-02067
EMP-03110,Sneha Joshi,F,38,Manufacturing,Maintenance,M5,Noida,2023-05-28,2.6,196459,230000,0.854,2.6,37,3.5,4,On-site,0,,,EMP-00668
EMP-03111,Krishna Deshpande,F,28,Supply Chain,Planning,M2,Hyderabad,2023-07-04,2.5,55850,55000,1.015,2.5,8,2.8,3,On-site,0,,,EMP-00439
EMP-03112,Ananya Kaur,F,35,IT,Applications,M1,Cuttack,2025-10-20,0.2,29918,35000,0.855,0.2,36,3.4,5,On-site,0,,,EMP-03855
EMP-03113,Vikram Ahmed,M,35,Sales,Field Sales,M3,Nagpur,2024-04-21,1.7,102369,85000,1.204,1.7,18,4.2,3,On-site,1,2025-09-10,long commute,EMP-02494
EMP-03114,Amit Nair,M,44,HR,Payroll,M3,Hyderabad,2021-04-22,4.7,95653,85000,1.125,2.0,12,3.7,4,Hybrid,0,,,EMP-03051
EMP-03115,Anika Malhotra,F,29,Supply Chain,Warehouse,M2,Nagpur,2024-01-02,2.0,65146,55000,1.184,2.0,1,3.4,4,On-site,0,,,EMP-03216
EMP-03116,Farhan Rao,M,40,Supply Chain,Logistics,M3,Pune,2022-11-27,3.1,99303,85000,1.168,0.4,6,3.4,4,On-site,0,,,EMP-00403
EMP-03117,Navya Iyer,M,34,Finance,FP&A,M1,Bengaluru,2024-10-20,1.2,33485,35000,0.957,0.4,22,2.0,4,On-site,1,2025-04-03,low engagement,EMP-01631
EMP-03118,Amit Khan,M,46,Supply Chain,Warehouse,M3,Kolkata,2024-10-20,1.2,79212,85000,0.932,1.2,9,2.6,3,On-site,1,2025-09-18,low engagement,EMP-02976
EMP-03119,Arjun Banerjee,M,44,Marketing,Brand,M1,Noida,2025-08-08,0.4,44754,35000,1.279,0.4,7,4.4,2,On-site,0,,,EMP-02432
EMP-03120,Zoya Joshi,M,36,Finance,Accounts Payable,M1,Nagpur,2021-04-22,4.7,34075,35000,0.974,1.6,3,2.9,3,Remote,0,,,EMP-01090
